Node,Value,t > 0,t > 0,t > 0,t > 0,t > 0,t > 0,t > 0,t > 0,t > 0,t > 0,t > 0,t > 0,t > 0,t > 0,t > 0,t > 0,t > 0,t > 0,t > 0,t > 0,t > 0
72,0.6796,1.33368,1.725968,1.9613087999999999,2.10250688,2.187224448,2.2380547328000002,2.26855285248,2.2868517140480003,2.2978310289408004,2.3044186174668804,2.3083711705006085,2.310742702304461,2.312165621383496,2.3130193728302615,2.3135316236981898,2.3138389742189203,2.3140233845313536,2.3141340307188125,2.3142004184312874,2.3142402510587727,2.314264150635264
74,3.2362,2.8672400000000002,2.646024,2.5133264000000004,2.4337142400000005,2.3859482240000003,2.3572888704000006,2.3400933094400003,2.329775983104,2.3235855893504,2.31987135350784,2.317642812084224,2.3163056872464387,2.315503412347044,2.3150220474080627,2.314733228444805,2.3145599370668766,2.3144559622401246,2.3143935773440747,2.314356146406445,2.3143336878438667,2.31432021270632
75,4.4653,3.6047000000000002,3.0885,2.778812,2.5930055999999997,2.48152304,2.41463376,2.3745002432,2.35042014336,2.3359720855040003,2.3273032512,2.32210195069952,2.3189811704156162,2.3171087022485506,2.3159852213489667,2.3153111328093474,2.314906679685602,2.31466400781136,2.3145184046868157,2.3144310428120893,2.3143786256872536,2.314347175412352
76,3.3832,2.95544,2.698944,2.5450784,2.4527654400000003,2.397378944,2.3641473024,2.3442083686400004,2.3322450186240005,2.3250670106624005,2.3207602062950405,2.3181761237565444,2.316625674249831,2.3156954045490794,2.315137242729284,2.3148023456375375,2.314601407382516,2.314480844429508,2.3144085066577045,2.3143651039946227,2.3143390623967734,2.3143234374380643
77,2.3462,2.33324,2.325624,2.3210864,2.31837024,2.316741824,2.3157650304,2.31517900544,2.314827400704,2.3146164399104,2.31448986384384,2.3144139182858243,2.314368350967399,2.3143410105796205,2.3143246063476086,2.3143147638085324,2.314308858285113,2.314305314971066,2.3143031889826395,2.3143019133895835,2.31430114803375,2.31430068882025
78,3.0225,2.73902,2.569092,2.4671672,2.40601872,2.369330912,2.3473184832000005,2.33411107712,2.326186643712,2.3214319857152,2.31857919132672,2.316867514775552,2.3158405088612355,2.315224305315922,2.3148545831893896,2.314632749913601,2.314499649948154,2.314419789968891,2.3143718739813344,2.3143431243888006,2.3143258746332807,2.3143155247799685
79,2.1668,2.226,2.26136,2.2825439999999997,2.295248,2.3028691199999995,2.307441536,2.3101849344,2.3118309632000003,2.312818578432,2.3134111471616,2.31376668831744,2.31398001299456,2.3141080077975555,2.314184804678697,2.314230882807251,2.3142585296843574,2.314275117810616,2.3142850706863696,2.3142910424118215,2.3142946254470926,2.3142967752682555
80,3.6567,3.1195399999999998,2.797404,2.6041543999999996,2.4882110399999995,2.4186463039999997,2.3769077184,2.35186461824,2.336838768384,2.3278232605184,2.3224139562086403,2.3191683737047044,2.3172210242187266,2.3160526145304168,2.3153515687180866,2.3149309412308194,2.314678564738485,2.31452713884309,2.3144362833058536,2.314381769983512,2.3143490619901073,2.3143294371940644
81,2.6679,2.5262599999999997,2.441436,2.3905735999999997,2.36006256,2.341757216,2.3307742656,2.32418454656,2.320230725376,2.3178584347136004,2.31643506072576,2.3155810364149763,2.31506862184489,2.3147611731061146,2.314576703863505,2.3144660223180704,2.3143996133908358,2.3143597680345005,2.3143358608207,2.31432151649242,2.314312909895452,2.3143077459372714
82,1.7701,1.98798,2.118548,2.1968568,2.24383568,2.272021728,2.2889331008,2.29907987328,2.305167926528,2.3088207564288004,2.3110124539596804,2.312327472396288,2.3131164834418687,2.3135898900659404,2.3138739340397283,2.31404436042387,2.3141466162543285,2.314207969752599,2.3142447818515595,2.314266869110936,2.3142801214665614,2.314288072879937
84,0.8704,1.4481600000000001,1.794656,2.0025216,2.12723456,2.202061056,2.2469566976,2.2738940313600002,2.290056421376,2.2997538533376,2.3055723121049603,2.309063387283456,2.31115803237417,2.3124148194253213,2.3131688916553568,2.313621334993247,2.313892800995955,2.3140556805975745,2.314153408358545,2.314212045015127,2.3142472270090764,2.314268336205446
85,1.36,1.7419200000000001,1.9709120000000002,2.1082752,2.19068672,2.240132352,2.2697994752,2.28759969792,2.298279821312,2.3046878932992003,2.3085327360819203,2.3108396416696326,2.3122237850058758,2.313054271004345,2.313552562602771,2.3138515375616953,2.314030922537024,2.3141385535222154,2.3142031321133296,2.314241879267998,2.314265127560799,2.3142790765364794
86,2.3138,2.3142,2.31428,2.314296,2.3142992000000002,2.3142998400000003,2.3142999680000003,2.3142999936,2.31429999872,2.314299999744,2.3142999999488003,2.3142999999897604,2.314299999997952,2.314299999999591,2.3142999999999185,2.314299999999984,2.3142999999999967,2.3142999999999994,2.3143,2.3143000000000002,2.3143000000000002,2.3143000000000002
87,0.7742,1.3904400000000001,1.760024,1.9817424,2.11476704,2.194580544,2.2424683904,2.27120104704,2.288440630784,2.2987843789824,2.30499062749184,2.308714376515584,2.3109486259134466,2.3122891755488872,2.3130935053294963,2.3135761031977307,2.313865661918645,2.3140393971511886,2.3141436382907132,2.314206182974428,2.314243709784657,2.314266225870794
88,1.7782,1.99284,2.121464,2.1986064,2.24488544,2.272651584,2.2893110144,2.29930662144,2.305303975424,2.3089023857664004,2.3110614315622406,2.3123568589578243,2.3131341153787908,2.313600469228094,2.3138802815370205,2.314048168922245,2.314148901353354,2.314209340812014,2.314245604487209,2.314267362692325,2.314280417615395,2.314288250569237
89,3.3399,2.92946,2.683356,2.5357256,2.44715376,2.394011936,2.3621270976,2.34299624576,2.3315177448960003,2.3246306464256,2.32049838775296,2.3180190326312964,2.316531419574682,2.31563885174399,2.3151033110462302,2.3147819866277057,2.314589191976617,2.314473515185969,2.3144041091115812,2.3143624654669486,2.3143374792801694,2.3143224875681017
90,2.0293,2.1435000000000004,2.21186,2.252844,2.277428,2.29217712,2.3010263359999996,2.3063358143999997,2.3095214912,2.311432895232,2.3125797372416,2.3132678423654403,2.3136807054233604,2.3139284232548354,2.3140770539530653,2.314166232371872,2.3142197394231303,2.3142518436538797,2.314271106192328,2.314282663715397,2.314289598229238,2.314293758937543
91,3.9854,3.31676,2.915736,2.6751536,2.53081056,2.444206016,2.3922435456,2.36106611456,2.3423596661759998,2.3311357991936,2.32440147941376,2.320360887627776,2.3179365325725696,2.3164819195427224,2.3156091517254698,2.315085491035249,2.314771294621143,2.3145827767726845,2.3144696660636104,2.314401799638166,2.3143610797828997,2.31433664786974
92,3.4472,2.99384,2.721984,2.5589024,2.46105984,2.402355584,2.3671332864,2.3459999590400002,2.3333199728640004,2.3257119832064004,2.32114718982144,2.3184083138723843,2.316764988319335,2.315778992990782,2.3151873957943057,2.314832437476551,2.314619462485924,2.314491677491553,2.3144150064949316,2.314369003896959,2.3143414023381754,2.3143248414029056
93,1.7124,1.95336,2.097776,2.1843936,2.2363577599999998,2.2675349759999994,2.2862410495999996,2.29746464256,2.304198788096,2.3082392733696,2.31066356412416,2.3121181384949763,2.3129908831010817,2.313514529861468,2.313828717917045,2.3140172307502596,2.3141303384501626,2.3141982030700987,2.3142389218420596,2.314263353105236,2.3142780118631414,2.3142868071178846
94,0.6407,1.31034,1.711964,1.9529063999999998,2.0974654399999997,2.184199584,2.2362398144,2.26746390144,2.286198343424,2.2974390065664,2.30418340404224,2.308230042445824,2.3106580254715907,2.312114815283774,2.3129888891704287,2.31351333350229,2.313828000101381,2.31401680006083,2.3141300800364983,2.314198048021899,2.3142388288131395,2.3142632972878836
96,1.952,2.0971200000000003,2.184032,2.2361472,2.26740992,2.286166272,2.2974198271999997,2.30417190912,2.308223148032,2.3106538893312,2.31211233370112,2.312987400241152,2.313512440148787,2.3138274640900915,2.314016478454219,2.314129887072564,2.3141979322435455,2.3142387593461287,2.3142632556076776,2.3142779533646065,2.3142867720187636,2.3142920632112585
97,1.5192,1.83744,2.028224,2.1426624,2.21131904,2.2525117439999995,2.2772271103999997,2.29205627904,2.3009537699840004,2.3062922625024003,2.3094953576038404,2.311417214582784,2.3125703287537664,2.3132621972530796,2.3136773183520116,2.3139263910112398,2.3140758346067507,2.3141655007640516,2.314219300458431,2.3142515802750587,2.314270948165035,2.3142825688990207
98,2.3778,2.3522,2.3369999999999997,2.327912,2.3224656,2.31919904,2.3172393600000003,2.3160636032000004,2.3153581593600006,2.3149348951040003,2.3146809369600003,2.3145285621555205,2.3144371372892163,2.3143822823727107,2.314349369423463,2.3143296216540454,2.3143177729924207,2.3143106637954514,2.3143063982772705,2.3143038389663624,2.314302303379818,2.3143013820278906
99,3.6144,3.09416,2.7821759999999998,2.5950176,2.48272896,2.4153570560000004,2.3749341696000004,2.35068048896,2.336128290816,2.3273969739776,2.3221581842841603,2.3190149105500164,2.317128946325914,2.315997367794729,2.315318420676674,2.3149110524059715,2.3146666314435764,2.3145199788661444,2.3144319873196864,2.3143791923918116,2.314347515435087,2.3143285092610526
100,0.8769,1.45206,1.796996,2.0039256,2.12807696,2.202566496,2.2472599616,2.27407598976,2.290165596416,2.2998193583616002,2.30561161511936,2.309086969092096,2.3111721814593538,2.312423308876432,2.3131739853260234,2.313624391195647,2.3138946347173945,2.3140567808304384,2.3141540684982633,2.3142124410989577,2.314247464659375,2.3142684787956247
101,1.6113,1.8927,2.06138,2.162556,2.2232552,2.2596734400000003,2.281524128,2.2946344896,2.30250069632,2.3072204183040004,2.3100522510848003,2.3117513506713605,2.3127708104069122,2.313382486244967,2.313749491747144,2.313969695048319,2.314101817028998,2.3141810902174003,2.3142286541304404,2.314257192478264,2.3142743154869585,2.314284589292175
102,2.3323,2.3249000000000004,2.3206200000000003,2.3180840000000003,2.3165688,2.31566096,2.3151165120000003,2.3147898944000005,2.3145939340800004,2.314476359936,2.3144058158592,2.3143634894950402,2.3143380936929283,2.314322856214938,2.314313713728799,2.314308228237247,2.314304936942342,2.314302962165404,2.3143017772992422,2.3143010663795454,2.314300639827727,2.3143003838966365
106,3.135,2.80652,2.609592,2.4914672,2.42059872,2.3780789120000003,2.3525672832,2.33726035712,2.328076211712,2.3225657265152,2.3192594358067202,2.3172756614635523,2.3160853968740356,2.315371238123602,2.3149427428739977,2.3146856457243663,2.3145313874346134,2.314438832460767,2.31438329947646,2.314349979685876,2.3143299878115258,2.3143179926869157
107,2.5107,2.43194,2.384844,2.3566184000000003,2.33968944,2.329533344,2.3234399424000003,2.3197839526400004,2.3175903690240003,2.3162742209024003,2.31548453243904,2.3150107194429443,2.314726431661671,2.3145558589961834,2.3144535153975463,2.3143921092384954,2.3143552655430906,2.3143331593258534,2.3143198955955118,2.314311937357307,2.3143071624143845,2.314304297448631
108,2.4143,2.3741000000000003,2.35014,2.335796,2.327196,2.32203728,2.318942304,2.3170853696,2.3159712192,2.315302731008,2.3149016385024,2.31466098308096,2.31451658984448,2.314429953905869,2.3143779723433577,2.3143467834059823,2.314328070043583,2.3143168420261486,2.314310105215689,2.3143060631294134,2.3143036378776483,2.314302182726589
109,3.3445,2.93222,2.685012,2.5367192000000003,2.44774992,2.394369632,2.3623417152000004,2.34312501632,2.331595007232,2.3246770038272,2.3205262021939204,2.3180357212958724,2.3165414327734277,2.3156448596632373,2.3151069157977786,2.3147841494786343,2.3145904896871743,2.314474293812303,2.3144045762873815,2.3143627457724287,2.314337647463457,2.314322588478074
110,2.4935,2.42162,2.3786519999999998,2.3529032,2.33746032,2.328195872,2.3226374592,2.31930246272,2.317301475072,2.3161008845312,2.31538053061632,2.314948318349312,2.3146889910054913,2.3145333946024755,2.314440036761322,2.3143840220567604,2.3143504132340498,2.3143302479404286,2.314318148764257,2.314310889258554,2.3143065335551327,2.3143039201330797
111,1.763,1.98372,2.115992,2.1953232,2.24291552,2.2714696319999996,2.2886018431999995,2.29888111872,2.305048673792,2.3087492047872002,2.3109695229747205,2.3123017138053124,2.3131010282872833,2.3135806169731894,2.3138683701840774,2.3140410221104792,2.3141446132662944,2.314206767959778,2.314244060775867,2.3142664364655205,2.3142798618793123,2.3142879171275874
112,2.0573,2.1603000000000003,2.22194,2.258892,2.2810568,2.2943543999999996,2.3023327039999995,2.3071196352,2.30999178368,2.31171507072,2.3127490425344,2.3133694255411203,2.3137416553287684,2.3139649931980806,2.3140989959190126,2.3141793975514404,2.3142276385308707,2.3142565831185236,2.3142739498711142,2.3142843699226683,2.3142906219536012,2.314294373172161
113,1.2929,1.70166,1.9467560000000002,2.0937816000000002,2.18199056,2.234914656,2.2666688576,2.28572132736,2.297152798976,2.3040116798976,2.30812700804096,2.310596204845056,2.3120777229111296,2.3129666337474974,2.3134999802486624,2.31381998814923,2.3140119928895446,2.314127195733728,2.314196317440237,2.3142377904641425,2.3142626742784858,2.314277604567091
114,2.5467,2.4535400000000003,2.3978040000000003,2.3643944,2.34435504,2.332332704,2.3251195584,2.32079172224,2.318195030784,2.3166370179584,2.31570221067264,2.315141326383104,2.3148047958257667,2.3146028774946408,2.314481726496621,2.31440903589794,2.3143654215387577,2.3143392529232534,2.3143235517539518,2.314314131052371,2.314308478631423,2.3143050871788535
115,2.9425,2.69102,2.540292,2.4498872,2.39565072,2.363110112,2.3435860032000004,2.3318715891200004,2.324842950912,2.3206257700352,2.31809546191872,2.3165772771307522,2.3156663662743555,2.3151198197637943,2.3147918918581127,2.314595135114835,2.3144770810688944,2.314406248641335,2.3143637491848006,2.31433824951088,2.3143229497065283,2.314313769823917
116,-0.9796,0.3381600000000001,1.128656,1.6029216000000002,1.8874745600000002,2.0582050560000003,2.1606430976000004,2.22210587136,2.2589835253760002,2.2811101157376004,2.2943860695449603,2.3023516417474563,2.3071309850525696,2.309998591032361,2.3117191546195803,2.312751492771781,2.313370895663075,2.3137425373978466,2.3139655224387083,2.314099313463225,2.314179588077935,2.3142277528467607
117,3.2181,2.85638,2.639508,2.5094168000000003,2.43136848,2.3845407680000004,2.3564443968000006,2.3395866252800004,2.329471972608,2.3234031830528004,2.31976190972928,2.317577145817088,2.3162662874861573,2.315479772490875,2.3150078634943614,2.314724718096584,2.314554830857944,2.314452898514765,2.3143917391088586,2.3143550434653153,2.314333026079189,2.3143198156475133
118,1.9435,2.0920199999999998,2.1809719999999997,2.2343111999999996,2.26630832,2.2855053119999997,2.2970232511999997,2.30393396352,2.308080380672,2.3105682289152,2.31206093745152,2.312956562491392,2.313493937498931,2.3138163625001784,2.314009817500271,2.3141258905001956,2.314195534300124,2.3142373205800757,2.314262392348046,2.314277435408828,2.3142864612452967,2.314291876747178
119,2.4609,2.40206,2.366916,2.3458616,2.3332353599999998,2.325660896,2.3211164736,2.31838987136,2.316753920256,2.3157723516416002,2.31518341088256,2.3148300465090563,2.314618027901338,2.314490816739984,2.3144144900438266,2.314368694026263,2.3143412164157513,2.3143247298494494,2.314314837909669,2.3143089027458013,2.314305341647481,2.3143032049884886
120,2.6624,2.5229600000000003,2.4394560000000003,2.3893856,2.35934976,2.3413295360000004,2.3305176576000006,2.3240305817600007,2.3201383464960004,2.3178030073856,2.3164018043289603,2.315561082576896,2.3150566495420417,2.314753989724406,2.3145723938344798,2.314463436300655,2.3143980617803868,2.314358837068231,2.3143353022409383,2.314321181344563,2.314312708806738,2.3143076252840427
122,-0.2951,0.7488600000000001,1.375076,1.7507736,1.97618576,2.111431776,2.1925791296,2.24126749056,2.270480496896,2.2880082986496,2.2985249792921603,2.3048349875957763,2.3086209925615617,2.3108925955377564,2.3122555573228176,2.3130733343937235,2.313564000636241,2.313858400381746,2.314035040229048,2.314141024137429,2.3142046144824575,2.314242768689475
123,0.8041,1.4083800000000002,1.770788,1.9882008,2.11864208,2.196905568,2.2438634048,2.27203805568,2.288942835968,2.2990857020928,2.3051714213580805,2.3088228528353287,2.3110137117052933,2.312328227023995,2.313116936214561,2.3135901617287695,2.313874097037268,2.3140444582223623,2.3141466749334176,2.314208004960051,2.3142448029760305,2.3142668817856187
124,28.3345,30.12942,31.193620000000003,31.8295896,32.21066128,32.439202272,32.576306464,32.65856489856,32.707919143168,32.7375315267072,32.755298924185595,32.76595935614361,32.77235561401262,32.77619336847286,32.77849602109677,32.77987761266068,32.78070656759693,32.781203940558264,32.78150236433498,32.781681418600996,32.7817888511606,32.78185331069636
125,26.043,28.75452,30.36868,31.334625600000003,31.91368288,32.261015232,32.46939424,32.59441756416,32.669430742528,32.7144384863232,32.741443099955205,32.75764586160538,32.767367517289685,32.7732005104391,32.77670030627652,32.778800183768524,32.78006011026164,32.78081606615709,32.78126963969427,32.781541783816564,32.78170507028994,32.78180304217396
127,31.3709,31.95126,32.28672400000001,32.485452,32.60417872,32.675312735999995,32.71797274239999,32.74356466559999,32.758919003391995,32.76813144284159,32.77365887386624,32.776975325952,32.778965195897655,32.78015911760389,32.78087547057539,32.781305282347844,32.78156316940923,32.78171790164565,32.78181074098741,32.78186644459245,32.78189986675547,32.781919920053284
128,27.4255,29.58402,30.86638,31.633245600000002,32.092854880000004,32.368518432,32.53389616,32.63311871616,32.692651433728,32.7283709010432,32.7498025487872,32.76266153090458,32.770376918869204,32.77500615138682,32.77778369084515,32.7794502145097,32.78045012870634,32.78105007722391,32.78141004633437,32.78162602780063,32.78175561668037,32.78183337000822
129,21.4446,25.99548,28.713256,30.341371199999998,31.31773024,31.903443648,32.2548512896,32.46569179392,32.592195280384004,32.6680972090368,32.71363833358336,32.740963001782276,32.75735780139581,32.767194680902776,32.773096808554726,32.776638085135446,32.778762851081794,32.78003771064918,32.78080262638953,32.781261575833724,32.781536945500235,32.78170216730014
130,33.0615,32.93374,32.869836,32.834044,32.81307888,32.800601824,32.793135993599996,32.788660576,32.785976141568,32.7843656441344,32.78339937831936,32.78281962535936,32.78247177488916,32.782263064868204,32.78213783890786,32.782062703342106,32.782017622004744,32.78199057320274,32.781974343921625,32.78196460635297,32.78195876381179,32.78195525828707
131,35.5006,34.3972,33.747912,33.3608896,33.129186239999996,32.99026624,32.906934643199996,32.856939765759996,32.826943655423996,32.808946152447994,32.79814768330752,32.79166860835225,32.7877811646849,32.785448698745654,32.78404921923433,32.78320953153799,32.78270571892227,32.78240343135326,32.78222205881194,32.78211323528716,32.782047941172294,32.78200876470338
134,32.8218,32.78992,32.783544,32.7822688,32.78201376,32.781962752,32.7819525504,32.78195051008,32.781950102016,32.7819500204032,32.78195000408064,32.78195000081613,32.78195000016323,32.781950000032644,32.78195000000653,32.78195000000131,32.781950000000265,32.78195000000005,32.78195000000001,32.78195,32.78195,32.78195
135,26.436,28.99032,30.510160000000003,31.419513600000002,31.96461568,32.291574912,32.487730048,32.60541904896,32.676031633408,32.718399020851194,32.743819420672,32.75907165403545,32.768222992747724,32.77371379571393,32.77700827744142,32.77898496646746,32.780170979881,32.7808825879287,32.78130955275724,32.781565731654354,32.78171943899261,32.781811663395565
138,28.6957,30.34614,31.323652,31.9076088,32.2574728,32.467289184,32.593158611199996,32.66867618687999,32.71398591616,32.7411715905024,32.75748296246272,32.76726977910989,32.77314186779239,32.77666512074073,32.778779072457496,32.78004744347711,32.78080846608679,32.78126507965218,32.78153904779133,32.7817034286748,32.781802057204885,32.78186123432293
139,32.7421,32.77398,32.780356,32.7816312,32.78188624,32.781937248,32.7819474496,32.781949489919995,32.781949897984,32.7819499795968,32.78194999591936,32.78194999918387,32.781949999836776,32.78194999996735,32.78194999999347,32.781949999998695,32.78194999999974,32.78194999999995,32.781949999999995,32.78195,32.78195,32.78195
140,33.016,32.90644,32.853456,32.824216,32.807182080000004,32.797063744,32.7910131456,32.7873868672,32.785211916288,32.783907108966396,32.78312425721856,32.78265455269888,32.78237273129288,32.78220363871044,32.782102183213205,32.78204130992531,32.78200478595467,32.781982871572694,32.7819697229436,32.78196183376616,32.781957100259696,32.781954260155814
141,35.0343,34.117419999999996,33.580044,33.2601688,33.06875376000001,32.954006752000005,32.885178950400004,32.84388635008,32.819111606015994,32.804246922803195,32.79532814552064,32.78997688568013,32.78676613108163,32.78483967858369,32.78368380713715,32.78299028427968,32.78257417056729,32.782324502340266,32.78217470140414,32.78208482084248,32.78203089250549,32.78199853550329
142,28.5279,30.24546,31.263244000000004,31.871364,32.23572592,32.454241056,32.5853297344,32.6639788608,32.711167520512,32.739480553113594,32.756468340029436,32.766661005649915,32.7727766037164,32.77644596229513,32.77864757739013,32.77996854643669,32.78076112786254,32.781236676717626,32.7815220060306,32.78169320361836,32.781795922171014,32.78185755330261
143,22.8956,26.866080000000004,29.235616000000004,30.6547872,31.50577984,32.016273408,32.3225491456,32.50631050752,32.616566508544,32.682719945932796,32.72241197572096,32.74622718706483,32.76051631256535,32.7690897876045,32.774233872575756,32.77732032354807,32.779172194129366,32.78028331647772,32.78094998988665,32.781349993932,32.7815899963592,32.78173399781552
144,26.6053,29.091900000000003,30.571108000000002,31.4560824,31.986556959999998,32.30473968,32.4956289088,32.61015836544,32.678875223296004,32.720105174783995,32.74484311303168,32.75968586945126,32.76859152199721,32.773934913263616,32.777140947971226,32.77906456878535,32.78021874127173,32.780911244763146,32.781326746857914,32.78157604811475,32.781725628868855,32.78181537732131
148,32.6694,32.730360000000005,32.75418400000001,32.765928,32.77246432,32.776284096,32.7785555584,32.7799143552,32.780728817152,32.7812173310976,32.78151040681984,32.78168624572416,32.78179174776095,32.781855048721866,32.78189302924618,32.78191581755032,32.781929490530715,32.781937694318536,32.78194261659114,32.78194556995469,32.78194734197281,32.781948405183684
149,33.7199,33.32878,33.106860000000005,32.976258400000006,32.898407520000006,32.851799008,32.823854304,32.80709156224,32.797034733311996,32.7910007991808,32.787380471347205,32.78520828117607,32.78390496837919,32.783122980962226,32.782653788564275,32.782372273135955,32.78220336388105,32.78210201832853,32.7820412109971,32.78200472659826,32.78198283595896,32.78196970157538
151,41.1252,37.77196,35.772768,34.575803199999996,33.8581344,33.427635136,33.1693559808,33.01439256832,32.921415336959996,32.8656291613696,32.83215748866048,32.81207449156403,32.80002469461196,32.792794816701885,32.78845689000807,32.785854134002236,32.78429248040082,32.78335548824039,32.78279329294421,32.782455975766524,32.78225358545991,32.782132151275945
152,30.5859,31.48026,32.004124000000004,32.315892000000005,32.502442720000005,32.614271136,32.681347782399996,32.721589689599995,32.745734017791996,32.7602204514816,32.76891227905024,32.7741273690624,32.777256421763894,32.779133853123625,32.78026031188723,32.780936187134955,32.781341712281495,32.781585027369005,32.781731016421425,32.78181860985286,32.78187116591172,32.78190269954703
153,31.2231,31.86258,32.233516,32.4535272,32.585023840000005,32.663819808,32.7110769856,32.739427211519995,32.756436530944,32.7666419593728,32.772765183784955,32.77643911190323,32.778643467468385,32.77996608054632,32.780759648340855,32.78123578900713,32.7815214734048,32.78169288404298,32.78179573042581,32.78185743825549,32.7818944629533,32.781916677771974
154,29.1135,30.59682,31.47406,31.9978536,32.31161968,32.499777312,32.612651488,32.68037191296,32.721003351808,32.7453820518912,32.760009239296,32.76878554520985,32.77405132745236,32.77721079653671,32.77910647793508,32.780243886763664,32.78092633205872,32.781335799235336,32.781581479541224,32.78172888772474,32.781817332634844,32.78187039958091
155,27.9714,29.91156,31.062904000000003,31.75116,32.163603519999995,32.41096761599999,32.5593656704,32.6484004224,32.701820457472,32.7338723152896,32.75310339733504,32.76464204003328,32.77156522434642,32.77571913467314,32.77821148081694,32.779706888492775,32.78060413309619,32.78114247985782,32.781465487914716,32.781659292748834,32.781775575649306,32.781845345389584
156,33.9089,33.44218,33.1749,33.0170824,32.92290192,32.866495648,32.832672288,32.81238235264,32.800209207552,32.7929054837248,32.7885232820736,32.785893967611905,32.784316380240696,32.78336982807913,32.782801896834414,32.782461138098036,32.7822566828583,32.78213400971488,32.78206040582891,32.782016243497345,32.781989746098404,32.781973847659046
158,31.7674,32.18916,32.429464,32.571096000000004,32.655565120000006,32.706144576,32.7364718464,32.754664128,32.765578680832,32.7721272493056,32.776056357744636,32.77841381627904,32.779828290093874,32.78067697412162,32.78118618448603,32.78149171069423,32.78167502641706,32.781785015850346,32.781851009510234,32.781890605706145,32.78191436342369,32.78192861805421
159,28.9636,30.50688,31.420096,31.9654752,32.292192639999996,32.488121088,32.6056577536,32.67617567232,32.718485607424,32.7438714052608,32.75910285131776,32.76824171242291,32.7737250277802,32.777015016733415,32.77898901005311,32.78017340603448,32.780884043621214,32.78131042617284,32.78156625570372,32.78171975342224,32.78181185205334,32.781867111232
